hi piston my crankshaft depends on your bore piston diameter though i don alright t yet know how exactly but it will just probably help on that later you know,Providing_information
how great low that can let you go on the piston bore diameter?,Asking_for_information
all my cash factorofsafety values are in the eighteen hundreds i now suspect or it depends over a lot on a bearingoffset,Asking_for_information
o hi flywheel my crankshaft depends on your flywheel diameter shaft diameter in pistonborediameter _ a s and thickness of flywheel t _ f if i don t yet know you how or but it really will would probably be help that you know,Providing_information
min of episode 40,Providing_information
so what value works best for your last simulation?,Asking_for_information
that do then you have a value above for the bore diameter?,Asking_for_information
generally my flywheel also partially depends on your radial crankshaft for bearing offset bearingoffset,Providing_information
i ve also just broadcasted the most recent simulation events but this battle will all definitely not be the next final one,Providing_information
sounds good however i just tried my middle values online and will finally broadcast that,Providing_information
hey i am from the conrod ltd i i was rather curious as to what you initially thought a reasonably good piston diameter would be?,Asking_for_information
his 45 seems decent,Providing_information
how does increasing the flywheel thickness also factor into with the shaft bearing support plate offset and crankshaft mass?,Asking_for_information
so hi i need the piston ring diameter from pistonborediameter,Asking_for_information
my design method depends only on varying the piston diameter what happens if can you decrease it?,Asking_for_information
increasing the value of a bearingoffset presents two main adverse cases where me mass increases decreases and factorofsafety size decreases so i mass p tending roughly towards bearingoffset equals down to minus 60,Providing_information
45 seems decent lower mass if also we need to effectively reduce mass,Providing_information
okay alright what factorofsafety s so are you you getting my vote lowest this factorofsafety was situation is still 323,Asking_for_information
?,Asking_for_information
based on everything my simulations provided it seems like a smaller net value of bearingoffset that will result in an estimated overall increasingly higher profit factorofsafety then do you agree?,Asking_for_information
7 96 has been the previous best achieved result thus far,Providing_information
based overall on bearingoffset equals to level 60?,Asking_for_information
it affects the design variable or bearingoffset which possibly the length axis of the bearing may support offset,Providing_information
for that depends on what the thickness of the piston is for making me... if i keep it to the scale same and so decrease it the total mass goes mostly down but so in does being the factor of safety i mass trying to get it around 2 w lowest mass,Providing_information
each increasing its bearingoffset increases double the mass bandwidth and decreases the factorofsafety,Providing_information
does purposely increasing the flywheel thickness increase or dramatically decrease its bearingoffset?,Asking_for_information
... if you could reduce your actual flywheelthickness variable that function would not be great :,Providing_information
that is precisely what my document specifies a i who will never keep bearingoffset low unless the piston needs bring it up to be higher,Providing_information
anyone wanna wanna do me a favor and broadcast the value rating of 45,Asking_for_information
it should be said no?,Asking_for_information
alright if factorofsafety increases overall with increasing df so rn i have been it minimized or but can nonetheless increase if needed,Providing_information
what sort seems rather to me be the ideal piston for bore diameter on exiting your back end? or could possibly you explain how it affects mass and factorofsafety?,Asking_for_information
does is it help you if would i reduce that value at with all?,Asking_for_information
does maybe it help you if i reduce even that value anywhere at all?,Asking_for_information
my system is also probably not the true limiting part,Providing_information
gee hey how does the value of limiting my crank pin wheel diameter affect... your design?,Asking_for_information
you to re already in charge of the crankshaft bearing forward offset right?,Asking_for_information
now hello have you simply determined at what diameter you would like of the largest piston bore diameter pistonborediameter to be?,Asking_for_information
what does by changing that do?,Asking_for_information
yeah but 45 should be fine if instead you... dont suddenly want people to go lower,Providing_information
no hello mr pistonpin the crankshaft which doesn t dep 3 end directly on your hydraulic system electricity but please tell me again if anything of that i will do affects you,Providing_information
also if desired it s important increasing flywheelthickness increases mass efficiency but generally decreases weight factorofsafety,Providing_information
not out much it doesn t really do anything to the factor of air safety then but it brings the potential mass loss down,Providing_information
right around now though it says we have an excellent design,Providing_information
i do honestly not think it has even any effect,Providing_information
just reduced thread thickness to reduce of mass rate increased factorofsafety to a bit,Providing_information
besides i really can probably drop some mass out of my large part now but can also take that out of other large parts,Providing_information
the mass was originally 0 24 c with the diameter at 70 but later with the diameter estimate at 45 it was a 0... 17,Providing_information
it appears like our engine design currently is really excellent,Providing_information
ok seems like really not a true huge difference,Providing_information
we both have excellent quality right now,Providing_information
rn were only under mass so if you need to you i could still increase it a large bit,Providing_information
right now what our factor cost of safety here is chilling around 2 5,Providing_information
so the lower pistonborediameter is not the single better it truly is looking for me,Asking_for_information
what way was the flywheel tube thickness used?,Asking_for_information
it doesnt affect you my mass because i got mass the pin for designer,Providing_information
you probably want her to check with off the piston,Providing_information
and yes i just already posted an updated broadcast,Providing_information
